"time","Revolute1.phi","Revolute1.w","Revolute2.phi","Revolute2.w","Revolute3.phi","Revolute3.w","Revolute4.phi","Revolute4.w"
0,0,0,0,0,0,0,0,0
0.00022,4.79968779241938e-07,0.00436334740570902,-8.05658565497815e-14,-9.05945063863238e-10,-3.55814948621546e-07,-0.00323467738045141,-3.55815025467986e-07,-0.00323467824457275
0.00044,1.91987349501975e-06,0.00872669481139328,-1.28865704249709e-12,-7.2467988297231e-09,-1.42325767032084e-06,-0.0064693495769383,-1.42325889947719e-06,-0.00646935648914245
0.00066,4.31971461385986e-06,0.0130900422169364,-6.68650696125314e-12,-2.4978534425708e-08,-3.20232559017265e-06,-0.00970401090866009,-3.20233196789928e-06,-0.00970403473369469
0.00088,7.67949214150839e-06,0.0174533896219944,-2.06153478932276e-11,-5.79713645644655e-08,-5.6930145721765e-06,-0.0129386576847217,-5.69303423512582e-06,-0.012938712978187
0.0011,1.19992060997668e-05,0.0218167370255846,-5.56318378934222e-11,-1.17702373572864e-07,-8.89531265710204e-06,-0.0161732789597334,-8.89536571769318e-06,-0.0161733912224978
0.00132,1.72788564803785e-05,0.0261800844280791,-1.06980604837268e-10,-1.99825038145081e-07,-1.28092243740676e-05,-0.0194078788788586,-1.28093264093388e-05,-0.0194080694666731
0.00154,2.35184432833436e-05,0.0305434318294778,-1.74661648724766e-10,-3.04339358281115e-07,-1.74347497230733e-05,-0.0226424574420973,-1.74349163100628e-05,-0.0226427477107129
0.00176,3.07179665012602e-05,0.0349067792186447,-3.29820287021961e-10,-4.63758859558129e-07,-2.27718208739279e-05,-0.0258769836580255,-2.27721354228609e-05,-0.0258774259532404
0.00198,3.8877426133626e-05,0.0392701265948241,-5.77283678804053e-10,-6.80289561509752e-07,-2.88204332244014e-05,-0.0291114554238971,-2.88209837479366e-05,-0.029112104194162
0.0022,4.79968221832474e-05,0.0436334739622381,-8.90078379964296e-10,-9.41604556391321e-07,-3.55806124910684e-05,-0.0323458844895429,-3.55814612841539e-05,-0.0323467824339999
0.00242,5.80761546501242e-05,0.0479968213208867,-1.26820439050269e-09,-1.24770384420284e-06,-4.3052358673929e-05,-0.035580270854963,-4.30535680315129e-05,-0.035581460672754
0.00264,6.91154235342567e-05,0.0523601686707699,-1.71166171041923e-09,-1.5985874249443e-06,-5.1235671772983e-05,-0.0388146145201574,-5.12373039900134e-05,-0.0388161389104242
0.00286,8.11146288356447e-05,0.0567235160118878,-2.22045033971393e-09,-1.9942552986157e-06,-6.01305517882306e-05,-0.042048915485126,-6.01326691596557e-05,-0.0420508171470108
0.00308,9.40737705542882e-05,0.0610868633442402,-2.79457027838678e-09,-2.43470746521706e-06,-6.97369987196716e-05,-0.0452831737498689,-6.97396635404395e-05,-0.0452854953825135
0.0033,0.000107992848648582,0.0654502106394685,-3.52807280354916e-09,-2.94849334345035e-06,-8.00549229399492e-05,-0.0485173621367732,-8.00582871279527e-05,-0.0485201736134255
0.00352,0.000122871863057796,0.0698135578561794,-4.55823876750861e-09,-3.57728476013887e-06,-9.10841936255345e-05,-0.0517514409763529,-9.1088539915755e-05,-0.0517548518346282
0.00374,0.000138710813852313,0.0741769050423452,-5.72596797750839e-09,-4.27278659204681e-06,-0.000102824962392973,-0.0549854562431395,-0.00010283042191131,-0.0549895300520537
0.00396,0.000155509701032131,0.0785402521979661,-7.03126043354851e-09,-5.03499883917416e-06,-0.000115277229242266,-0.0582194079371333,-0.000115283933114619,-0.0582242082657022
0.00418,0.000173268524597252,0.0829035993230418,-8.47411613562896e-09,-5.86392150152092e-06,-0.000128440994173412,-0.061453296058334,-0.00012844907352568,-0.0614588864755735
0.0044,0.000191987284547676,0.0872669464175726,-1.00545350837497e-08,-6.75955457908709e-06,-0.000142316257186412,-0.0646871206067418,-0.000142325843144494,-0.0646935646816678
0.00462,0.000211665980883401,0.0916302934815583,-1.17725172779109e-08,-7.72189807187267e-06,-0.000156903018281265,-0.0679208815823567,-0.000156914241971061,-0.067928242883985
0.00484,0.000232304613600931,0.0959936405131216,-1.3632538050459e-08,-8.75198421434507e-06,-0.000172201273195941,-0.0711545780041611,-0.000172214270004963,-0.0711629210822929
0.00506,0.000253903182273892,0.100356987283438,-1.61800748230012e-08,-9.97562725942538e-06,-0.000188210502451305,-0.0743880903004988,-0.00018822592719516,-0.0743975992482894
0.00528,0.000276461687228339,0.104720333967494,-1.89979924908526e-08,-1.12966150826805e-05,-0.000204931103301166,-0.0776215099096832,-0.000204949213580683,-0.0776322774036175
0.0055,0.000299980128464272,0.109083680565288,-2.20862910540132e-08,-1.27149476841105e-05,-0.000222363075745523,-0.0808548368317141,-0.000222384129161531,-0.0808669555482773
0.00572,0.000324458505981689,0.113447027076822,-2.54449705124829e-08,-1.42306250637153e-05,-0.000240506419784376,-0.0840880710665915,-0.000240530673937705,-0.0841016336822688
0.00594,0.000349896819780593,0.117810373502094,-2.90740308662617e-08,-1.58436472214949e-05,-0.000259361135417726,-0.0873212126143155,-0.000259388847909205,-0.0873363118055919
0.00616,0.000376295069860981,0.122173719841105,-3.29734721153497e-08,-1.75540141574493e-05,-0.000278927222645572,-0.090554261474886,-0.000278958651076031,-0.0905709899182467
0.00638,0.000403653256222855,0.126537066093855,-3.71432942597469e-08,-1.93617258715786e-05,-0.000299204681467915,-0.0937872176483032,-0.000299240083438182,-0.0938056680202332
0.0066,0.00043197137821935,0.130900411980673,-4.20809194301676e-08,-2.13528786581376e-05,-0.000320193038655516,-0.0970199995438643,-0.000320233144916018,-0.0970403460769506
0.00682,0.000461249435991549,0.135263757562556,-4.76778586702417e-08,-2.3508694709437e-05,-0.000341892397420804,-0.100252624956697,-0.000341937835526908,-0.100275024095945
0.00704,0.00049148742980728,0.1396271029553,-5.37281585327611e-08,-2.57935265793766e-05,-0.000364302953700363,-0.103485127668744,-0.000364354155303829,-0.103509702091544
0.00726,0.000522685359666543,0.143990448158903,-6.02318190177256e-08,-2.82073742679563e-05,-0.000387424707494193,-0.106717507680007,-0.000387482104246778,-0.106744380063746
