"time","j1.phi","j1.w"
0,0,5.23598775598299
0.001,0.00523871099776361,5.24144691668609
0.002,0.0104829832568441,5.24704620799164
0.003,0.0157330253898883,5.25278552008897
0.004,0.0209888996967789,5.25866481994636
0.005,0.0262507742514068,5.2646840111203
0.006,0.0315187404932146,5.27084304152527
0.007,0.0367929016785941,5.27714184757569
0.008,0.0420735060275413,5.28358028101602
0.009,0.0473605216710039,5.29015835710677
0.01,0.0526543093155324,5.29687584657251
0.011,0.0579547278038865,5.30373283790229
0.012,0.0632621319699638,5.31072908136353
0.013,0.0685765640737176,5.31786454721363
0.014,0.0738981511738104,5.32513914602852
0.015,0.0792270203289043,5.33255278838412
0.016,0.0845633658830423,5.34010531021469
0.017,0.0899073321098076,5.34779660299913
0.018,0.0952590430128792,5.35562658070235
0.019,0.100618640854379,5.36359513703464
0.02,0.105986267821464,5.37170213848296
0.021,0.111362066014101,5.37994741987123
0.022,0.116746177761255,5.38833089918413
0.023,0.122138745295273,5.39685245931885
0.024,0.127539910848501,5.40551198317257
0.025,0.132949781048884,5.41430916844081
0.026,0.138368511081976,5.42324396539882
0.027,0.143796239378765,5.43231623717045
0.028,0.149233104007408,5.44152584499222
0.029,0.15467924303606,5.45087265010066
0.03,0.160134794532877,5.46035651373228
0.031,0.165599896566017,5.46997729712361
0.032,0.171074687203634,5.47973486151118
0.033,0.17655930365247,5.48962901354233
0.034,0.182053881483177,5.49965945618337
0.035,0.187558560675491,5.50982617181024
0.036,0.193073479127908,5.52012901090787
0.037,0.198598774738925,5.53056782396122
0.038,0.204134585407037,5.54114246145521
0.039,0.209681049030742,5.5518527738748
0.04,0.215238303508535,5.56269861170491
0.041,0.220806450348001,5.57367931229525
0.042,0.226385639588561,5.58479489732562
0.043,0.231976014593026,5.59604529433129
0.044,0.237577711319403,5.60743032643505
0.045,0.243190865725697,5.61894981675967
0.046,0.248815613769915,5.63060358842795
0.047,0.254452091410064,5.64239146456268
0.048,0.260100422486855,5.65431304339601
0.049,0.265760723270594,5.6663677826574
0.05,0.271433146214799,5.67855581161762
0.051,0.277117825538267,5.69087692112068
0.052,0.282814895459797,5.70333090201057
