"time","SourceP1.ports[1].m_flow","SourceP1.ports[1].p","SourceP1.ports[1].h_outflow","SourceP1.ports[2].m_flow","SourceP1.ports[2].p","SourceP1.ports[2].h_outflow","SourceP2.ports[1].m_flow","SourceP2.ports[1].p","SourceP2.ports[1].h_outflow","SourceP2.ports[2].m_flow","SourceP2.ports[2].p","SourceP2.ports[2].h_outflow","SinkP1.ports[1].m_flow","SinkP1.ports[1].p","SinkP1.ports[1].h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","V2.port_b.m_flow","V2.port_b.p","V2.port_b.h_outflow","V2.minLimiter.y","V3.port_b.m_flow","V3.port_b.p","V3.port_b.h_outflow","V3.minLimiter.y","V4.port_b.m_flow","V4.port_b.p","V4.port_b.h_outflow","V4.minLimiter.y","V5.port_b.m_flow","V5.port_b.p","V5.port_b.h_outflow","V5.minLimiter.y","SinkP2.ports[1].m_flow","SinkP2.ports[1].p","SinkP2.ports[1].h_outflow","SinkP3.ports[1].m_flow","SinkP3.ports[1].p","SinkP3.ports[1].h_outflow","CloseLoad.y","OpenRelief.y","CloseValves.y"
0.0192,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.02,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0208,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0216,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0224,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0232,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.024,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0248,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0256,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0264,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0272,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.028,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0288,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0296,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0304,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0312,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.032,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0328,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0336,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0344,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0352,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.036,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0368,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0376,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0384,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0392,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.04,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0408,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0416,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
0.0424,-0,1000000,36206.0776153557,-1.13363866018872,1000000,36206.0776153557,-0.996553842305158,800000,36206.0776153557,-0,800000,36206.0776153557,2.13019250249388,100000,36206.0776153557,-0,100000,36206.0776153557,0.001,-1.13363866018872,553772.009766697,36206.0776153557,1,-0.996553842305158,553772.009766697,36206.0776153557,1,-0,100000,36206.0776153557,0.001,-2.13019250249388,100000,36206.0776153557,1,0,100000,36206.0776153557,0,100000,36206.0776153557,1,0,1
